time,current,total_pv,total_user,online_anchor
21:01:23,57,49,49,57
21:01:24,182,165,165,182
21:01:24,182,165,165,182
21:01:27,182,165,165,182
21:01:31,242,271,271,242
21:01:37,351,427,427,351
21:01:39,351,427,427,351
21:01:41,57,49,49,57
21:01:43,242,271,271,242
21:01:45,351,427,427,351
21:01:47,492,702,702,492
21:01:49,583,919,919,583
21:01:51,583,919,919,583
21:01:53,492,702,702,492
21:01:55,290,376,376,290
21:01:57,182,165,165,182
21:02:01,492,702,702,492
21:02:03,717,1196,1196,717
21:02:05,351,427,427,351
21:02:11,57,49,49,57
21:02:13,717,1196,1196,717
21:02:17,717,1196,1196,717
21:02:19,628,972,972,628
21:02:22,492,702,702,492
21:02:23,1090,1854,1854,1090
21:02:27,852,1484,1484,852
21:02:29,492,702,702,492
21:02:33,492,702,702,492
21:02:35,1246,2007,2007,1246
21:02:39,1090,1854,1854,1090
21:02:47,1353,2226,2226,1353
21:02:49,1455,2233,2233,1455
21:02:51,1246,2007,2007,1246
21:02:57,1455,2233,2233,1455
21:02:59,1536,2521,2521,1536
21:03:03,1536,2521,2521,1536
21:03:05,1693,2970,2970,1693
21:03:07,1746,3082,3082,1746
21:03:11,1612,2744,2744,1612
21:03:13,1536,2521,2521,1536
21:03:19,1746,3082,3082,1746
21:03:21,1829,3297,3297,1829
21:03:31,1829,3297,3297,1829
21:03:37,1977,3700,3700,1977
21:03:41,1977,3700,3700,1977
21:03:51,2081,4011,4011,2081
21:03:53,2152,4271,4271,2152
21:03:59,2152,4271,4271,2152
21:04:07,2260,4618,4618,2260
21:04:13,2199,4506,4506,2199
21:04:25,2459,5450,5450,2459
21:04:33,2600,6030,6030,2600
21:04:35,2600,6030,6030,2600
21:04:43,2600,6030,6030,2600
21:04:46,2796,6608,6608,2796
21:04:47,2796,6608,6608,2796
21:04:53,2910,7030,7030,2910
21:04:55,2910,7030,7030,2910
21:04:57,2910,7030,7030,2910
21:04:59,2950,7136,7136,2950
21:05:01,2950,7136,7136,2950
21:05:09,3117,7733,7733,3117
21:05:15,3117,7733,7733,3117
21:05:19,3068,7422,7422,3068
21:05:23,3068,7422,7422,3068
21:05:25,2796,6608,6608,2796
21:05:29,3165,7840,7840,3165
21:05:31,3244,8201,8201,3244
21:05:34,3373,8534,8534,3373
21:05:39,3373,8534,8534,3373
21:05:49,3571,9263,9263,3571
21:05:51,3497,9004,9004,3497
21:05:53,3423,8766,8766,3423
21:06:01,3423,8766,8766,3423
21:06:05,3687,9554,9554,3687
21:06:15,3629,9396,9396,3629
21:06:17,3717,9978,9978,3717
21:06:23,3837,1.0万,1万+,3837
21:06:25,3837,1.0万,1万+,3837
21:06:29,3889,1.1万,1万+,3889
21:06:39,3298,8424,8424,3298
21:06:49,4053,1.1万,1万+,4053
21:06:53,4297,1.2万,1万+,4297
21:06:55,4247,1.2万,1万+,4247
21:07:01,4053,1.1万,1万+,4053
21:07:07,4297,1.2万,1万+,4297
21:07:09,4380,1.2万,1万+,4380
21:07:11,4498,1.3万,1万+,4498
21:07:13,4053,1.1万,1万+,4053
21:07:21,4297,1.2万,1万+,4297
21:07:25,4498,1.3万,1万+,4498
21:07:27,4498,1.3万,1万+,4498
21:07:31,4657,1.3万,1万+,4657
21:07:41,4584,1.3万,1万+,4584
21:07:45,4709,1.3万,1万+,4709
21:07:51,4853,1.4万,1万+,4853
21:07:53,4906,1.4万,1万+,4906
21:07:55,4804,1.4万,1万+,4804
21:07:57,4906,1.4万,1万+,4906
21:08:05,5001,1.5万,1万+,5001
21:08:07,4948,1.4万,1万+,4948
21:08:09,4906,1.4万,1万+,4906
21:08:15,4906,1.4万,1万+,4906
21:08:25,5190,1.5万,1万+,5190
21:08:27,5032,1.5万,1万+,5032
21:08:29,5155,1.5万,1万+,5155
21:08:33,5001,1.5万,1万+,5001
21:08:43,5155,1.5万,1万+,5155
21:08:53,5244,1.6万,1万+,5244
21:08:55,5288,1.6万,1万+,5288
21:08:57,5288,1.6万,1万+,5288
21:09:01,5288,1.6万,1万+,5288
21:09:11,5562,1.7万,1万+,5562
21:09:13,5424,1.7万,1万+,5424
21:09:21,5562,1.7万,1万+,5562
21:09:23,5477,1.7万,1万+,5477
21:09:25,5769,1.8万,1万+,5769
21:09:27,5829,1.8万,1万+,5829
21:09:31,5829,1.8万,1万+,5829
21:09:33,5906,1.8万,1万+,5906
21:09:41,5710,1.8万,1万+,5710
21:09:45,5625,1.7万,1万+,5625
21:09:53,5906,1.8万,1万+,5906
21:09:55,5769,1.8万,1万+,5769
21:10:01,6143,1.9万,1万+,6143
21:10:05,6079,1.9万,1万+,6079
21:10:07,6261,1.9万,1万+,6261
21:10:11,6261,1.9万,1万+,6261
21:10:21,6194,1.9万,1万+,6194
21:10:23,6462,2.0万,2万+,6462
21:10:25,6451,2.0万,2万+,6451
21:10:27,6462,2.0万,2万+,6462
21:10:29,6462,2.0万,2万+,6462
21:10:31,6536,2.1万,2万+,6536
21:10:33,6451,2.0万,2万+,6451
21:10:43,6462,2.0万,2万+,6462
21:10:45,6462,2.0万,2万+,6462
21:10:49,6451,2.0万,2万+,6451
21:10:57,6462,2.0万,2万+,6462
21:10:59,6630,2.1万,2万+,6630
21:11:05,6630,2.1万,2万+,6630
21:11:09,6763,2.2万,2万+,6763
21:11:15,6727,2.1万,2万+,6727
21:11:17,6816,2.2万,2万+,6816
21:11:25,6816,2.2万,2万+,6816
21:11:27,6862,2.2万,2万+,6862
21:11:30,6947,2.3万,2万+,6947
21:11:31,6879,2.2万,2万+,6879
21:11:33,6816,2.2万,2万+,6816
21:11:43,6816,2.2万,2万+,6816
21:11:45,6947,2.3万,2万+,6947
21:11:53,6973,2.3万,2万+,6973
21:11:57,7030,2.3万,2万+,7030
21:11:59,6973,2.3万,2万+,6973
21:12:01,7030,2.3万,2万+,7030
21:12:09,6879,2.2万,2万+,6879
21:12:19,7100,2.4万,2万+,7100
21:12:29,7100,2.4万,2万+,7100
21:12:31,7123,2.4万,2万+,7123
21:12:34,7217,2.5万,2万+,7217
21:12:41,7270,2.5万,2万+,7270
21:12:53,7293,2.5万,2万+,7293
21:12:59,7276,2.5万,2万+,7276
21:13:01,7270,2.5万,2万+,7270
21:13:03,7293,2.5万,2万+,7293
21:13:07,7293,2.5万,2万+,7293
21:13:09,7348,2.6万,2万+,7348
21:13:17,7276,2.5万,2万+,7276
21:13:19,7390,2.6万,2万+,7390
21:13:21,7379,2.6万,2万+,7379
21:13:29,7353,2.6万,2万+,7353
21:13:31,7408,2.6万,2万+,7408
21:13:33,7390,2.6万,2万+,7390
21:13:43,7408,2.6万,2万+,7408
21:13:51,7586,2.7万,2万+,7586
21:13:57,7433,2.7万,2万+,7433
21:14:03,7388,2.6万,2万+,7388
